Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Cerebellum,135,Creatine-phosphate,213746534.4,247310566.4,253775005.3,333636243.2,1.157027257,1.187270737,1.560896621,0.639388253,0.389389358,0.003751464
Basal Ganglia,135,Creatine-phosphate,211793782.4,215822678.4,218778896,249206531.2,1.01902273,1.03298073,1.176647059,0.997835375,0.981070139,0.220637453
Hippocampus,136,Creatine-phosphate-1,361091,250246.8,538187.8,276932.4,0.693029735,1.490449222,0.766932435,0.982857556,0.723729027,0.975759973
Cortex,136,Creatine-phosphate-1,161613.4,422039.4,551295.2,342580.2,2.61141341,3.411197339,2.119751209,0.04635356,0.011350428,0.304771459
Cerebellum,136,Creatine-phosphate-1,53309.8,136281.4,353774.1667,889188.2,2.556404263,6.636193846,16.67963864,0.428616217,0.02395666,0.002153102
Basal Ganglia,136,Creatine-phosphate-1,444360.8,285410,487353,152890.4,0.64229338,1.096750658,0.344068154,0.476013588,0.966139179,0.035117403
Hippocampus,137,Creatinine,68551666.8,211499771.2,232550991.2,120864283.4,3.085260812,3.39234627,1.763112249,0.273976824,0.124545766,0.964853338
Cortex,137,Creatinine,62960660,161619880.4,116872549.6,196729839,2.566997875,1.856278978,3.124647026,0.393663254,0.749575286,0.286707673
Cerebellum,137,Creatinine,152375207.8,254183621.8,184993659.5,241657584.4,1.668142905,1.214066659,1.585937686,0.449858908,0.926231439,0.869835025
Basal Ganglia,137,Creatinine,56109869.4,148924658,196035806.2,181984782.8,2.654161551,3.493784753,3.243364933,0.636778758,0.28948961,0.503182461
Hippocampus,138,Cycloate,3756975.4,3521267,3617458,3433693.2,0.937261128,0.962864436,0.913951473,0.551385093,0.877287973,0.282439558
Cortex,138,Cycloate,4002011,3669794.2,3944731.2,3843481.4,0.916987535,0.985687246,0.960387515,0.875240371,0.983614903,0.956434384
Cerebellum,138,Cycloate,3665605.6,3953906.8,3302624.5,3681552.8,1.07865036,0.900976499,1.004350495,0.954717533,0.747360452,0.997150203
Basal Ganglia,138,Cycloate,3683478,3234464.4,3447820.6,3213816.4,0.878100643,0.936023128,0.872495071,0.29895616,0.743325741,0.229266119
Hippocampus,139,Cyclohexylamine,18545898,9027235.4,18774892.4,17627223.8,0.486751054,1.012347442,0.950464831,0.677322967,0.968822904,0.948711605
Cortex,139,Cyclohexylamine,23841343.8,16448574.6,14906271.6,16723706,0.689918099,0.625227828,0.701458195,0.943011318,0.939388247,0.937653837
Cerebellum,139,Cyclohexylamine,9262516.2,10999494.2,14825998.17,4657024.2,1.187527661,1.600644776,0.50278176,0.939169966,0.950425224,0.999799112
Basal Ganglia,139,Cyclohexylamine,8139133.4,19277379.8,10452551,28476680.4,2.36848063,1.284233896,3.498736168,0.93013513,0.999985263,0.600558712
Hippocampus,140,Cystathionine,7624555.6,17589955.8,14324127,17340496.4,2.307013906,1.878683526,2.274296013,0.081558356,0.217854239,0.167769202
Cortex,140,Cystathionine,6559003.8,7078019.6,5985550,6316720.2,1.079130279,0.912569985,0.963060915,0.972982323,0.945512505,0.77471745
Cerebellum,140,Cystathionine,51973480.8,42258598,59197486,69273626,0.813080004,1.138994062,1.332864856,0.873232562,0.996029666,0.8949475
Basal Ganglia,140,Cystathionine,7466175,8309981.6,10836615.2,11791041.6,1.113017254,1.451427967,1.579261349,0.995076703,0.624029875,0.578066468
Hippocampus,141,Cystine,1000,15262.2,38905,5715,15.2622,38.905,5.715,0.112614114,0.70107141,0.909036167
Cortex,141,Cystine,3708.6,1000,33093.6,42069.2,0.269643531,8.923475166,11.34368764,0.943897336,0.306504547,0.103715145
Cerebellum,141,Cystine,1000,65630.4,11816.33333,40305.2,65.6304,11.81633333,40.3052,0.215358786,0.757896093,0.817496022
Basal Ganglia,141,Cystine,4365.2,5840.2,98055,1000,1.337899753,22.4628883,0.229084578,0.999898054,0.142617863,0.948205814
Hippocampus,142,Cytidine,3268975.2,4121947.4,3430950.8,3331613.8,1.260929541,1.049549351,1.01916154,0.771511898,0.969434588,0.98770504
Cortex,142,Cytidine,2523230.8,2906767,3344666.4,2741304.4,1.152002029,1.325549133,1.086426339,0.699118301,0.154543623,0.977051043
Cerebellum,142,Cytidine,3056409.8,3067136.6,4405157.167,6384662.6,1.003509608,1.441284859,2.088941934,0.987646924,0.835177619,0.174016184
Basal Ganglia,142,Cytidine,925017,1325321.4,1282253.6,1497872.4,1.43275356,1.386194632,1.619291754,0.84549726,0.774963731,0.876616836
Hippocampus,143,Cytidine-5-diphosphate-ethanolamine,1734016.2,2279889.6,2082901.4,2348663.4,1.314802941,1.201200658,1.354464508,0.362732483,0.766368808,0.411791557
Cortex,143,Cytidine-5-diphosphate-ethanolamine,1636446.8,2044090.4,1731934.4,2273091,1.249102873,1.058350568,1.389040573,0.25616412,0.989769112,0.067440655
Cerebellum,143,Cytidine-5-diphosphate-ethanolamine,1864235.6,2496173.8,1990605.833,2458272.8,1.338979794,1.067786622,1.318649209,0.443712809,0.969446454,0.633325661
Basal Ganglia,143,Cytidine-5-diphosphate-ethanolamine,1924852.2,2182620.8,1888719.6,2224470.6,1.133916048,0.981228377,1.155657873,0.802659239,0.997872125,0.901329047
Hippocampus,144,Cytidine-5-diphosphocholine,6218256.4,8809704,9646149.8,8704456.6,1.41674827,1.551262795,1.399822722,0.508858241,0.601898478,0.671356704
Cortex,144,Cytidine-5-diphosphocholine,6399990.4,6961784,6153156.2,10875622.4,1.087780382,0.961432098,1.699318549,0.984232355,0.929837283,0.289823835
Cerebellum,144,Cytidine-5-diphosphocholine,9676932.2,14233724.6,9706674.5,14189472.6,1.470892252,1.003073526,1.466319316,0.606914823,1,0.785511797
Basal Ganglia,144,Cytidine-5-diphosphocholine,6287143.4,6846495.2,6517030.8,7233259,1.088967559,1.036564682,1.150484177,0.98183177,0.992235526,0.967403547
Hippocampus,145,Cytidine-5-monophosphate,1045671,1391290.8,1335228.8,1314005.4,1.330524419,1.276910998,1.256614557,0.365753427,0.607209832,0.706794173
Cortex,145,Cytidine-5-monophosphate,980727.2,1201743,1151252,1373638.2,1.225359101,1.173875875,1.400632306,0.401647926,0.695048763,0.083844277
Cerebellum,145,Cytidine-5-monophosphate,1131826.6,1592155.4,1257202.833,1496567.2,1.406713184,1.110773358,1.322258374,0.381362939,0.913758739,0.70919298
Basal Ganglia,145,Cytidine-5-monophosphate,1260190.2,1376817.4,1274518.8,1341579.8,1.0925473,1.011370188,1.064585171,0.906780452,0.999981236,0.999729721
Hippocampus,146,Cytosine-M-H-HCD-NCE-20-30-40-,1294171.8,1368307.2,1916707.4,960926.8,1.057284048,1.481030107,0.742503275,0.963461232,0.505354085,0.757434526
Cortex,146,Cytosine-M-H-HCD-NCE-20-30-40-,1122731,1108845.6,1924219,803943,0.987632478,1.713873581,0.716060214,0.99984457,0.065082309,0.287668375
Cerebellum,146,Cytosine-M-H-HCD-NCE-20-30-40-,1110728.4,1249196,2031527.667,1487413.6,1.124663779,1.829004882,1.339133491,0.851322124,0.002953414,0.249766089
Basal Ganglia,146,Cytosine-M-H-HCD-NCE-20-30-40-,1079749.2,1069154.8,1615641.4,836860.4,0.990188092,1.496311736,0.775050725,0.999002965,0.214930711,0.374201215
Hippocampus,147,D-erythro-Imidazolylglycerol-phosphate,332048.4,711332,591882,426048.6,2.142253961,1.782517247,1.283091863,0.000718201,0.007681221,0.400809421
Cortex,147,D-erythro-Imidazolylglycerol-phosphate,466648.2,660703.2,1063423.2,861660.8,1.415848599,2.278854178,1.846489068,0.927558506,0.573694837,0.817436133
Cerebellum,147,D-erythro-Imidazolylglycerol-phosphate,333440.6,1099950.8,545451.6667,1076907.6,3.298790849,1.63582859,3.229683488,0.085384276,0.45296082,0.093046321
Basal Ganglia,147,D-erythro-Imidazolylglycerol-phosphate,352827.6,538984.6,546999.2,470668.8,1.52761462,1.550329963,1.333990878,0.004669582,0.004174032,0.072542961
Hippocampus,150,D-Fructose,57729410,67973761.6,54993519.6,71775920.8,1.177454639,0.952608378,1.243316375,0.855460587,0.985349315,0.538657502
Cortex,150,D-Fructose,51460629.6,59037472,40949899.4,46207725.2,1.147235711,0.795752009,0.897923822,0.944687266,0.614522018,0.886614382
Cerebellum,150,D-Fructose,114355142.4,95953881.6,105642505.3,71383812,0.839086722,0.92381071,0.624229138,0.684313121,0.954615357,0.031497529
Basal Ganglia,150,D-Fructose,78034969.6,64698324.8,84495720,90591357.6,0.829093996,1.082793015,1.160907194,0.816190054,0.999348271,0.999943941
Hippocampus,159,D-myo-Inositol-1-5-diphosphate,3117.8,5183,5973.8,6268.2,1.662390147,1.916030534,2.010456091,0.998771844,0.997555318,0.90947428
Cortex,159,D-myo-Inositol-1-5-diphosphate,11134.2,7992.8,26337.8,9837.8,0.717860286,2.365486519,0.88356595,0.958841326,0.892919323,0.811131895
Cerebellum,159,D-myo-Inositol-1-5-diphosphate,32659,916995.4,41694.16667,79066.6,28.07787746,1.276651663,2.42097431,0.65875612,0.673299685,0.958270742
Basal Ganglia,159,D-myo-Inositol-1-5-diphosphate,5162.4,5368.8,1000,6955,1.039981404,0.193708353,1.347241593,0.969060263,0.603383202,0.998200559
Hippocampus,160,D-myo-Inositol-1-phosphate,176765.6,225323.6,215018.2,914743.6,1.27470277,1.216402965,5.17489602,0.734514143,0.795161367,3.5008E-05
Cortex,160,D-myo-Inositol-1-phosphate,204792,242054.6,167259.6,80276.2,1.181953397,0.816729169,0.391988945,0.999936125,0.975725407,0.112447228
Cerebellum,160,D-myo-Inositol-1-phosphate,207899.8,193955,183623.1667,1002215.6,0.93292538,0.883229165,4.820666494,0.939409742,0.980575935,0.000281329
Basal Ganglia,160,D-myo-Inositol-1-phosphate,214352.8,210679.2,199805.6,1004807.2,0.982861899,0.932134313,4.687632725,0.997726658,0.993340572,0.00012943
Hippocampus,148,Desoximetasone,1905970.4,202920.2,204702.8,680044,0.106465557,0.107400828,0.356796727,9.97206E-05,0.000102797,0.003120068
Cortex,148,Desoximetasone,1670905.8,1323460.4,222876.2,232943,0.792061647,0.133386454,0.13941121,0.451365194,0.000307355,0.000378782
Cerebellum,148,Desoximetasone,1641286.2,208250.6,162766.8333,255421.6,0.126882563,0.099170293,0.155622828,9.92943E-05,1.25848E-05,0.000377481
Basal Ganglia,148,Desoximetasone,1607114.2,174403,167737.8,222013.8,0.108519357,0.104372048,0.138144383,1.02922E-06,8.5177E-07,3.6087E-06
Hippocampus,149,Dexpanthenol,31004,31503.6,30387.2,44265.8,1.01611405,0.980105793,1.427744807,0.9964496,0.999998306,0.690806833
Cortex,149,Dexpanthenol,24226,29434.2,553268.4,147727.4,1.214983902,22.83779411,6.097886568,0.99739989,0.670807423,0.851763843
Cerebellum,149,Dexpanthenol,28205,413251.6,30510.16667,207305.6,14.65171424,1.081729008,7.349959227,0.593962755,0.992215686,0.902415138
Basal Ganglia,149,Dexpanthenol,35165.8,22121.4,100264.8,49517,0.629060053,2.85120202,1.408101053,0.440271145,0.036229755,0.90332966
Hippocampus,151,DMSO,55978.6,62373.4,64572.6,52135.4,1.114236512,1.153522953,0.931345193,0.747447244,0.488302741,0.942052406
Cortex,151,DMSO,52993.4,52111,11881212.6,25746260,0.98334887,224.2017421,485.8389913,0.999998033,0.740261771,0.683553045
Cerebellum,151,DMSO,57712,8061282,49258,20745202.8,139.6812101,0.853514001,359.4608192,0.411132208,0.999428717,0.778732614
Basal Ganglia,151,DMSO,46497,55386.8,60919.6,57739.2,1.19119083,1.310183453,1.241783341,0.63529124,0.310126433,0.61721016
Hippocampus,152,DL-alpha-Aminopimelic-acid,376608.8,500606,527454.6,398867.2,1.329246688,1.400537109,1.059102177,0.60189486,0.803014612,0.982772222
Cortex,152,DL-alpha-Aminopimelic-acid,688443.6,553479.8,404924.8,313336,0.803958087,0.588174253,0.455136775,0.829121411,0.287129483,0.066187119
Cerebellum,152,DL-alpha-Aminopimelic-acid,402676.4,166458.8,394680,527746.4,0.413381067,0.980141871,1.310596797,0.04617523,0.995619257,0.949692801
Basal Ganglia,152,DL-alpha-Aminopimelic-acid,464914.4,328369.6,410741.4,485715.4,0.706301203,0.883477475,1.04474157,0.206197794,0.888827767,0.991974175
Hippocampus,153,DL-2-3-Diaminopropionic-acid,2372205.2,3472843.8,4908369.4,4206985.8,1.463972763,2.069116702,1.773449363,0.252477921,0.034888397,0.075616278
Cortex,153,DL-2-3-Diaminopropionic-acid,3410041.2,4337897.8,5463756.2,5906942.4,1.272095422,1.602255187,1.732220244,0.713203101,0.311926952,0.291561967
Cerebellum,153,DL-2-3-Diaminopropionic-acid,3615358.8,6258160.2,5469017.667,6419872,1.730992841,1.512717816,1.775721956,0.240138214,0.269574624,0.21756041
Basal Ganglia,153,DL-2-3-Diaminopropionic-acid,3374209.4,3841862.4,3704663.8,4372948.8,1.138596318,1.097935356,1.295992122,0.898280676,0.98248434,0.75373444
Hippocampus,154,DL-2-Methylglutamic-acid,2322624.2,3881800.2,3214485,2850677,1.6712993,1.383988421,1.227351803,0.104000045,0.410570965,0.712985431
Cortex,154,DL-2-Methylglutamic-acid,1872576.8,2197107.6,2849540.6,3183370.8,1.173307071,1.521721619,1.699994788,0.960288107,0.447847773,0.208231755
Cerebellum,154,DL-2-Methylglutamic-acid,3000294.2,5929004.8,4035905.5,6405831.2,1.97614114,1.345169917,2.135067688,0.019541503,0.433638834,0.017398027
Basal Ganglia,154,DL-2-Methylglutamic-acid,2325212.8,2937552.4,2938353.6,3135260.2,1.263347768,1.263692338,1.348375598,0.49851639,0.454108274,0.43126919
Hippocampus,155,DL-Arginine,16149536.6,16460038.2,8653381.8,16155705.6,1.019226657,0.535828489,1.000381992,0.997836854,0.194502098,0.968647885
Cortex,155,DL-Arginine,13442519.6,15938920,15780424.8,21459190,1.185709262,1.173918675,1.596366651,0.759589121,0.947343438,0.359154575
Cerebellum,155,DL-Arginine,23720239.6,26111166.4,16188344.5,23833245.2,1.100796908,0.682469687,1.0047641,0.997329134,0.178885787,0.999993813
Basal Ganglia,155,DL-Arginine,8667925.4,21096872,14380076.6,23270446,2.433900966,1.658998657,2.684661545,0.039330132,0.428458152,0.025248793
Hippocampus,156,DL-Cystathionine,1089095.8,1521275.6,1267703,1418901.6,1.396824412,1.163995858,1.302825335,0.25548768,0.86100063,0.709946077
Cortex,156,DL-Cystathionine,844637.2,955173.8,950485.8,1236603.8,1.130868733,1.125318421,1.464065045,0.788395944,0.850797129,0.066098016
Cerebellum,156,DL-Cystathionine,2966364.6,2927393.6,3487276.167,4985616.4,0.98686237,1.175606049,1.680715985,0.999810059,0.585420389,0.011174757
Basal Ganglia,156,DL-Cystathionine,952556.8,1016454.4,990986.6,1077915,1.067080094,1.040343841,1.131601811,0.990478944,0.999329237,0.86387178
Hippocampus,157,DL-Ornithine,4497269.8,5801071.4,5173569.8,5508925.2,1.28990958,1.150380126,1.22494879,0.263277984,0.762719752,0.500662248
Cortex,157,DL-Ornithine,3907553.6,4549632.4,4780587.8,4664103.4,1.164317337,1.223422194,1.193612136,0.741622289,0.713868748,0.771793345
Cerebellum,157,DL-Ornithine,6274129.8,8697426.4,6170034.667,7872136.6,1.386236287,0.983408833,1.254697759,0.375001702,0.9988771,0.843260327
Basal Ganglia,157,DL-Ornithine,5677051.8,6214875.2,5394576.8,6733898.2,1.094736391,0.950242659,1.186161134,0.625727842,0.885052404,0.175391632
Hippocampus,158,DMSO,8270356.6,10419482.4,44644006,97787488,1.259858904,5.398075096,11.82385388,0.834555449,0.001504754,6.17928E-06
Cortex,158,DMSO,9553699.8,9977682.8,50370377.8,109207494.4,1.044378933,5.272342533,11.43091124,0.999829268,0.001322086,3.89956E-06
Cerebellum,158,DMSO,9150917.6,19752703.8,50217624.67,85921756.8,2.158548974,5.48771466,9.389414325,0.419625913,0.004526996,0.000212194
Basal Ganglia,158,DMSO,10217439,12005935.6,37030055.4,104689923.2,1.175043531,3.62420127,10.24619997,0.976027929,0.051848629,1.33816E-05
Hippocampus,161,Dulcitol,1217290.8,1289033,1403232.8,1416343.8,1.058935958,1.152750682,1.163521321,0.94438898,0.379296483,0.33467479
Cortex,161,Dulcitol,1216237.8,1114460.8,1181421.2,1383429.2,0.916318174,0.971373526,1.137466045,0.825565325,0.972369735,0.743193288
Cerebellum,161,Dulcitol,1228512.4,1229245.6,1440965.667,1305497.4,1.000596819,1.172935386,1.06266522,0.997229889,0.397695564,0.943993432
Basal Ganglia,161,Dulcitol,1151187.8,1241742.6,1404998.4,1119767.2,1.078662057,1.220477145,0.97270593,0.948469433,0.334433912,0.99653746
Hippocampus,162,Ecgonine,288841,321068,262774.4,87627,1.111573495,0.909754502,0.303374521,0.888797021,0.955466483,0.002281636
Cortex,162,Ecgonine,168659.8,200211.2,222298.2,99224.8,1.187071252,1.318027177,0.588313279,0.689388934,0.480977567,0.027252958
Cerebellum,162,Ecgonine,388804.8,411149,396223.6667,167691,1.057468941,1.019081212,0.431298688,0.937482723,0.997216854,6.13205E-05
Basal Ganglia,162,Ecgonine,248067.2,289041.8,280023.2,99716.6,1.165175404,1.128819933,0.401974142,0.814241569,0.930470657,0.000174284
Hippocampus,163,Ecgonine-methyl-ester-EME-,67306.8,69718.6,50206.8,35529.4,1.035832932,0.745939489,0.52787237,0.846971329,0.968053324,0.249400274
Cortex,163,Ecgonine-methyl-ester-EME-,42720.6,41394.4,48489.2,61141.8,0.968956429,1.135030875,1.431201809,0.994575266,0.940908852,0.388408909
Cerebellum,163,Ecgonine-methyl-ester-EME-,82498.4,90111.6,85083.33333,80015,1.092283002,1.031333133,0.969897598,0.997057522,0.999977409,0.995643567
Basal Ganglia,163,Ecgonine-methyl-ester-EME-,82118,81636.8,74734.2,66143.6,0.99414014,0.910083051,0.805470177,0.999972447,0.853114257,0.484899402
Hippocampus,164,ectoine,160820,152087,156685.4,144894,0.945697053,0.974290511,0.900970029,0.930577301,0.997626322,0.752285565
Cortex,164,ectoine,317786,141577,142988.6,146383.8,0.445510501,0.449952484,0.460636403,0.464531303,0.462912676,0.548017159
Cerebellum,164,ectoine,169260.6,160836.6,126301.8333,148962.8,0.950230591,0.746197481,0.880079593,0.992407997,0.101711658,0.738904187
Basal Ganglia,164,ectoine,152622.8,157346.2,143626.4,123235.4,1.030948194,0.941054679,0.807450787,0.999699987,0.96771195,0.285179344
Hippocampus,165,Epigallocatechin,3937721.2,7290525.8,10009640.2,10193421.8,1.851458097,2.541988041,2.588660111,0.34815511,0.254425692,0.249125243
Cortex,165,Epigallocatechin,4105449,7470173.8,9677871,10015901.2,1.81957535,2.357323401,2.439660364,0.372977671,0.531402545,0.283163075
Cerebellum,165,Epigallocatechin,6440960.8,12327491.6,10510694.17,20021123.4,1.913921227,1.631851907,3.108406342,0.380079189,0.560482073,0.084657663
Basal Ganglia,165,Epigallocatechin,6407652,5652704.4,5120501.6,7539610.4,0.882180306,0.799122924,1.176657284,0.964515258,0.860355709,0.99959102
Hippocampus,166,Ergothioneine,9130971.2,10748278,12181589.2,8750770.2,1.177123196,1.334095676,0.958361384,0.823451256,0.734841376,0.999195032
Cortex,166,Ergothioneine,6767909.2,7926543.6,8782137.6,12072178.2,1.171195323,1.297614572,1.783738204,0.796273079,0.630262047,0.129731341
Cerebellum,166,Ergothioneine,9000093.4,14477003.6,8133639.833,8545994.6,1.608539262,0.903728381,0.949545101,0.464124163,0.983857028,0.987086063
Basal Ganglia,166,Ergothioneine,10395524.6,11699737,14031518.4,10251396.4,1.125459027,1.349765302,0.986135553,0.939440675,0.705936984,0.999762816
Hippocampus,167,Ethanolamine,57137794.4,71419635.2,67815078.8,42402504,1.249954359,1.186869033,0.742109569,0.995095958,0.724546733,0.996098652
Cortex,167,Ethanolamine,50011608.6,47564383.6,42431609.8,72348752.8,0.951066861,0.848435213,1.446639187,0.999854258,0.85319299,0.857588954
Cerebellum,167,Ethanolamine,48216269.6,72106753.6,60200908.83,40566690.4,1.495485947,1.248560068,0.841348589,0.972719201,0.853149625,0.997263432
Basal Ganglia,167,Ethanolamine,61688384.8,69023191.2,47332358.8,46809524.8,1.118900931,0.767281539,0.758806134,0.999781038,0.195545307,0.995818628
Hippocampus,168,Ethylenediaminetetraacetic-acid,79505.8,72768,52570.2,130723,0.915253981,0.661212138,1.644194512,0.666666158,0.987195915,0.910323047
Cortex,168,Ethylenediaminetetraacetic-acid,217557,738410.2,826882,1654863.4,3.394099937,3.800760261,7.606573909,0.984025792,0.878780281,0.951188848
Cerebellum,168,Ethylenediaminetetraacetic-acid,283196.8,4007315,561652.5,1768864.6,14.15028348,1.983258639,6.246061396,0.999970621,0.999757568,0.973098492
Basal Ganglia,168,Ethylenediaminetetraacetic-acid,1000,92404.4,7168.2,61775.8,92.4044,7.1682,61.7758,0.724470849,0.77536779,0.046897542
Hippocampus,169,Etiocholanedione,283739.2,237769.8,620574.8,66305.4,0.837987137,2.187130999,0.233684313,0.999943179,0.760343157,0.092850596
Cortex,169,Etiocholanedione,247621.6,239610.8,198920.2,689005.4,0.967649026,0.803323297,2.782493127,0.98766473,0.991342132,0.280454128
Cerebellum,169,Etiocholanedione,340318.6,401303.6,602518.5,1237476.2,1.179199726,1.770454216,3.636228522,0.820276474,0.93455372,0.961206687
Basal Ganglia,169,Etiocholanedione,359118.6,184248.8,1269875.4,46985.8,0.51305836,3.536089192,0.130836442,0.967587299,0.36541176,0.034731583
Hippocampus,170,FAD,85303,118743.2,126768.2,157789.4,1.392016693,1.486093103,1.84975206,0.450599018,0.412826635,0.073219793
